idannonce,url_annonce,idagence,idtiers,idPublication,type_annonceur,categorie_annonceur,typedebien,naturebien,typedetransaction,codepostal,codeinsee,ville,idQuartier,nomQuartier,adresse,etage,nb_etages,surface,surface_terrain,nb_chambres,nb_pieces,idtypechauffage,chauffage_energie,chauffage_systeme,chauffage_mode,idtypecommerce,idtypecuisine,prix_bien,prix_maison,prix_terrain,mensualiteFinance,si_balcon,si_sdbain,si_sdEau,balcon,surface_balcon,eau,bain,dpeL,dpeC,mapBoundingboxNortheastLatitude,mapBoundingboxNortheastLongitude,mapBoundingboxSouthwestLatitude,mapBoundingboxSouthwestLongitude,mapCoordonneesLatitude,mapCoordonneesLongitude,mapPoly,logoAgence,nomAgence,urlAgence,telNumber,nom_promoteur,nom_programme,nb_photos,date_first_observation,ges_valeur,ges_class,annee_construction,parking,places_parking,cave,exposition,nb_toilettes,nb_terraces,porte_digicode,ascenseur,logement_neuf,nb_logements_copro,charges_copro,visite_virtuelle,piscine,prix_m_carre,annonce_exclusive,nom_du_reseau
hektor-metbimmoamboise-24970,,,,PYB-1454a,Pro,Agence,Maison/Villa,,Vente,37530,37060,ChargÃ©,,ChargÃ©,,,1.0,100,1002,4,5,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,192600,,,,,,,,,,1.0,D,207.0,,,,,47.42642846614785,1.0190897342680838,,,,,,,,10,2020-01-22 20:19:29.192350,10.0,B,2005.0,,,FALSE,Sud,1.0,1.0,,,Non,,,NA,Non,1800.0,Oui,Mb-Immobilier
orpi-1-076027E1GREP,,,,076027E1GREP,Pro,Agence,Maison/Villa,,Vente,37110,37063,ChÃ¢teau-Renault,,ChÃ¢teau-Renault,,,,95,899,3,5,individuel,,,Individuel,,,118700,,,,,,,,,,1.0,,,,,,,47.588075,0.914389,,,,,,,,4,2020-01-22 20:19:29.192350,,,,,3,,,,,,,Non,,,NA,,1157.8947368421052,Oui,Orpi
immo-facile-adresse-10909891,,,,MGB-149,Pro,Agence,Maison/Villa,,Vente,37150,37027,BlÃ©rÃ©,,BlÃ©rÃ©,,,1.0,99,360,3,5,individuel ,,,Individuel,,,149000,,,,,,,,,1,1.0,D,185.0,,,,,47.32543551914091,0.9959466808241546,,,,,,,,8,2020-01-22 20:19:29.192350,9.0,B,1880.0,,,,,2.0,,FALSE,,Non,,,NA,Non,1505.050505050505,Oui,L'ADRESSE
hektor-metbimmoamboise-23756,,,,PYB-1394a,Pro,Agence,Maison/Villa,,Vente,37530,37131,Limeray,,Limeray,,,1.0,100,210,4,5,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,158000,,,,,,,,,1,1.0,D,220.0,,,,,47.46375240297368,1.0381774089105011,,,,,,,,10,2020-01-22 20:19:29.192350,11.0,C,2006.0,,1,FALSE,Est-Ouest,1.0,,,,Non,,,NA,Non,1500.0,Oui,Mb-Immobilier
immo-facile-33426984,,,,MTS5832,Pro,Agence,Maison/Villa,,Vente,37260,37006,Artannes-sur-Indre,,Artannes-sur-Indre,,,,99,806,3,5,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,234500,,,,,,,,,1,,C,140.0,,,,,47.27126032801305,0.588213380357093,,,,,,,,9,2020-01-22 20:19:29.192350,32.0,D,2002.0,,,FALSE,Est-Ouest,,1.0,,,Non,,,NA,Non,2368.686868686869,Oui,
immo-facile-26297065,,,,STM6000,Pro,Agence,Maison/Villa,,Vente,37800,37147,Marcilly-sur-Vienne,,Marcilly-sur-Vienne,,,,97,3031,2,4,,,,,,,72000,,,,,,,,,1,,VI,,,,,,47.06910717635518,0.5371434414897234,,,,,,,,6,2020-01-22 20:19:29.192350,,G,1850.0,,,,Est-Ouest,,,,,Non,,,NA,,659.7938144329897,Oui,
ag370762-233101345,,,,1377811,Pro,Agence,Maison/Villa,,Vente,37360,37245,SemblanÃ§ay,,SemblanÃ§ay,,,,91,1525,3,4,cheminÃ©e Ã©lectricitÃ© individuel,Ã‰lectrique, Bois,CheminÃ©e,Individuel,,,224900,,,,,,,,,1,1.0,,,,,,,47.50084162936501,0.5888085662844594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orpi-1-076027E1I778,,,,076027E1I778,Pro,Agence,Maison/Villa,,Vente,37110,37116,Les Hermites,,Les Hermites,,,,91,4570,2,4,individuel,,,Individuel,,,76600,,,,,,,,,,1.0,,,,,,,47.670146,0.739964,,,,,,,,3,2020-01-22 20:19:29.192350,,,,,3,,,,,,,Non,,,NA,,769.2307692307693,Oui,Orpi
ag440414-223493989,,,,217925RLL,Pro,Mandataire,Maison/Villa,,Vente,37220,37093,Crouzilles,,Crouzilles,,,,95,866,3,5,gaz individuel,Gaz,,Individuel,,,135990,,,,,,,,,,1.0,D,198.0,,,,,47.12735101373662,0.4515401905233033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hektor-gautardimmo-4428,,,,99,Pro,Agence,Maison/Villa,,Vente,37100,37261,Tours,,Saint-Symphorien,,,3.0,100,293,3,4,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,252500,,,,,,,,,,1.0,NS,,,,,,47.41486164346885,0.6940910565029222,,,,,,,,6,2020-01-22 20:19:29.192350,,NS,1990.0,,1,FALSE,Est-Ouest,1.0,,,,Non,,,NA,Non,2400.0,Non,Francois Gautard Immobilier
immo-facile-34092379,,,,STM5889,Pro,Agence,Maison/Villa,,Vente,37800,37188,Pouzay,,Pouzay,,,,95,150,3,5,radiateur Ã©lectrique ,Ã‰lectrique,Radiateur,,,,128800,,,,,,,,,1,,D,220.0,,,,,47.08230246219261,0.5309620246295573,,,,,,,,6,2020-01-22 20:19:29.192350,11.0,C,1900.0,,,,,,,,,Non,,,NA,,1355.7894736842106,Oui,
hektor-cabfranchineau-171,,,,801290,Pro,Agence,Maison/Villa,,Vente,37500,37072,Chinon,,Chinon,,,,95.2,416,1,2,,,,,,,36890,,,,,,,,,,,VI,,,,,,47.16654462005816,0.2362197785975747,,,,,,,,5,2020-01-22 20:19:29.192350,,VI,,,,FALSE,,,,,,Non,,,NA,,387.5,Oui,Cabinet Alain Franchineau
immo-facile-adresse-10732310,,,,CC133,Pro,Agence,Maison/Villa,,Vente,37460,37046,CÃ©rÃ©-la-Ronde,,CÃ©rÃ©-la-Ronde,,,,98.0,2800,3,5,individuel ,,,Individuel,,,133000,,,,,,,,,,1.0,E,325.0,,,,,47.259750770252886,1.17926990400403,,,,,,,,6,2020-01-22 20:19:29.192350,4.0,A,1987.0,,,TRUE,,1.0,,FALSE,,Non,,,NA,Non,1357.142857142857,Oui,L'ADRESSE
immo-facile-8913846,,,,STM5744,Pro,Agence,Maison/Villa,,Vente,37800,37226,Sainte-Maure-de-Touraine,,Sainte-Maure-de-Touraine,,,,98.0,1394,3,4,radiateur gaz ,Gaz,Radiateur,,,,144300,,,,,,,,,,1.0,VI,,,,,,47.112553472564024,0.6316993757046864,,,,,,,,5,2020-01-22 20:19:29.192350,,G,1979.0,,,,Sud,,1.0,,,Non,,,NA,,1472.4489795918366,Oui,GSM Immobilier
immo-facile-99933760261,,,,5145,Pro,Agence,Maison/Villa,,Vente,37460,37177,Orbigny,,Orbigny,,,1.0,94.0,52084,2,3,radiateur individuel ,,Radiateur,Individuel,,,150600,,,,,,,,,,1.0,VI,,,,,,47.22595692957646,1.250992625458539,,,,,,,,9,2020-01-22 20:19:29.192350,,VI,,,,,,1.0,,FALSE,,Non,,,NA,Non,1489.3617021276596,Non,Nestenn
hektor-11_initial-immobilier-801,,,,11_946 B,Pro,Mandataire,Maison/Villa,,Vente,37390,37152,Mettray,,Mettray,,,2.0,99.0,260,3,5,,,,,,,207800,,,,,,,,,1.0,,D,226.0,,,,,47.458603634041445,0.65772925860378,,,,,,,,10,2020-01-22 20:19:29.192350,53.0,E,1900.0,,,FALSE,Sud,2.0,,,,Non,,,NA,Non,2020.20202020202,Non,Initial Immobilier
ag754232-232098208,,,,C0236013UBI,Pro,Agence,Maison/Villa,,Vente,37500,37072,Chinon,,Chinon,,,1.0,99.0,588,4,5,,,,,,,126000,,,,,,,,,1.0,1.0,E,247.0,,,,,47.16743907987608,0.25461205570572754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-34185089,,,,130,Pro,Agence,Maison/Villa,,Vente,37540,37214,Saint-Cyr-sur-Loire,,Chanterie,,,1.0,97.0,383,3,4,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,299800,,,,,,,,,,1.0,E,294.0,,,,,47.411576829160424,0.6764750361468852,,,,,,,,5,2020-01-22 20:19:29.192350,16.0,C,,,,,Est-Ouest,2.0,,,,Non,,,NA,,2938.144329896907,Non,
ag860405-222634663,,,,CB-37-1863-OUHIBI,Pro,Agence,Maison/Villa,,Viager,37500,37072,Chinon,,Chinon,,,1.0,92.0,1000,2,4,Ã©lectricitÃ© individuel,Ã‰lectrique,,Individuel,,,92174,,,,FALSE,,,,,1.0,,F,405.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-99933410475,,,,4805,Pro,Agence,Maison/Villa,,Vente,37600,37218,Saint-Flovier,,Saint-Flovier,,,,91.0,1224,1,5,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,75430,,,,,,,,,1.0,,D,162.0,,,,,46.97469724140821,1.0277261721321498,,,,,,,,11,2020-01-22 20:19:29.192350,34.0,D,1800.0,,,FALSE,,1.0,,FALSE,,Non,,,NA,Non,758.2417582417582,Non,Nestenn
immo-facile-99933656275,,,,5006,Pro,Agence,Maison/Villa,,Vente,37600,37132,Loches,,Loches,,,,98.0,178,2,6,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,140100,,,,,,,,,,1.0,VI,,,,,,47.140797351898435,0.9977696524972629,,,,,,,,11,2020-01-22 20:19:29.192350,,VI,,,,TRUE,,1.0,,FALSE,,Non,,,NA,Non,1326.530612244898,Non,Nestenn
immo-facile-99933410535,,,,4810,Pro,Agence,Maison/Villa,,Vente,37600,37183,Perrusson,,Perrusson,,,1.0,96.0,282,3,5,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,161100,,,,,,,,,,1.0,E,330.0,,,,,47.0967822998821,1.0080563856064433,,,,,,,,13,2020-01-22 20:19:29.192350,10.0,B,,,,TRUE,,1.0,1.0,,,Non,,,NA,Non,1562.5,Non,Nestenn
immo-facile-99933410415,,,,4790,Pro,Agence,Maison/Villa,,Vente,37600,37269,Verneuil-sur-Indre,,Verneuil-sur-Indre,,,,100.0,402,2,4,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,163200,,,,,,,,,2.0,,E,296.0,,,,,47.055512388954774,1.0496869928308445,,,,,,,,10,2020-01-22 20:19:29.192350,9.0,B,1800.0,,,TRUE,,2.0,1.0,FALSE,,Non,,,NA,Non,1520.0,Non,Nestenn
immo-facile-99933411465,,,,4950,Pro,Agence,Maison/Villa,,Vente,37600,37132,Loches,,Loches,,,,97.0,1126,3,4,mixte individuel ,,,Individuel,,,171600,,,,,,,,,1.0,,D,,,,,,47.11771613764214,0.9912910439799207,,,,,,,,9,2020-01-22 20:19:29.192350,,C,2004.0,,2.0,,,1.0,,FALSE,,Non,,,NA,Non,1649.4845360824743,Non,Nestenn
immo-facile-99933681519,,,,5047,Pro,Agence,Maison/Villa,,Vente,37600,37132,Loches,,Loches,,,,92.0,498,3,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,171600,,,,,,,,,,1.0,D,188.0,,,,,47.1214079459103,1.0116196449183872,,,,,,,,10,2020-01-22 20:19:29.192350,9.0,B,2002.0,,,,,1.0,,FALSE,,Non,,,NA,Non,1739.1304347826087,Non,Nestenn
ag860405-222633922,,,,CB-37-1707-OUHIBI,Pro,Agence,Maison/Villa,,Viager,37500,37072,Chinon,,Chinon,,,2.0,100.0,600,4,5,,,,,,,26000,,,,FALSE,,,,,1.0,1.0,VI,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-34062439,,,,STM5987,Pro,Agence,Maison/Villa,,Vente,37800,37098,DrachÃ©,,DrachÃ©,,,,100,1266.0,4,5,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,159900,,,,,,,,,,1.0,E,268,,,,,47.05909218194898,0.6213654797466274,,,,,,,,8,2020-01-22 20:19:29.192350,15,C,,,,FALSE,Sud-Est,,,,,Non,,,NA,Non,1500,Non,GSM Immobilier
ag921790-231137839,,,,25715DHI766,Pro,Agence,Maison/Villa,,Vente,37360,37204,Rouziers-de-Touraine,,Rouziers-de-Touraine,,,,93,1660.0,3,5,,,,,,,229765,,,,FALSE,,,,,2.0,,G,538,,,,,0.0,0.0,,,,,,,,8,2020-01-22 20:19:29.192350,28,D,,,2.0,TRUE,,1.0,,,,Non,,,NA,,2365.5913978494623,Oui,Dr House
ag370642-229300978,,,,3281-SI,Pro,Agence,Maison/Villa,,Vente,37400,37003,Amboise,,Amboise,,,,100,,3,5,Ã©lectricitÃ© individuel,Ã‰lectrique,,Individuel,,,202350,,,,FALSE,,,,,,1.0,D,229,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guy-hoquet-immo-facile-2570262,,,,6223OB,Pro,Agence,Maison/Villa,,Vente,37150,37091,La Croix-en-Touraine,,La Croix-en-Touraine,,,,100,1443.0,4,5,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,180000,,,,,,,,,,1.0,F,,,,,,47.341750381071975,0.9923631415631885,,,,,,,,5,2020-01-22 20:19:29.192350,,F,1967.0,,,,,2.0,,,,Non,,,NA,,1800,Non,Guy Hoquet
immo-facile-33401802,,,,MTS5865,Pro,Agence,Maison/Villa,,Vente,37260,37159,Monts,,Monts,,,1.0,98.38,205.0,2,3,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,196300,,,,,,,,,1.0,1.0,D,167,,,,,47.28573577135898,0.6802555289411266,,,,,,,,9,2020-01-22 20:19:29.192350,39,E,,,,FALSE,,,,,,Non,,,NA,Non,1880.463508843261,Non,
adapt-immo-860032568,,,,860032568,Pro,Agence,Maison/Villa,,Vente,37290,37189,Preuilly-sur-Claise,,Preuilly-sur-Claise,,,,94,748.0,4,6,fuel ,Fioul,,,,,76300,,,,,,,,,,1.0,E,248,,,,,46.86157340970312,0.9257916961133313,,,,,,,,9,2020-01-22 20:19:29.192350,67,F,1971.0,,,TRUE,,,,,,Non,,,Oui,Non,811.7021276595744,Non,
immo-facile-31371781,,,,STM5847,Pro,Agence,Maison/Villa,,Vente,37800,37216,Saint-Ã‰pain,,Saint-Ã‰pain,,,,98,239.0,3,5,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,108000,,,,,,,,,,,VI,,,,,,47.14107924209657,0.5263305334911074,,,,,,,,8,2020-01-22 20:19:29.192350,,G,1800.0,,,TRUE,Nord-Est,,,,,Non,,,NA,Non,1102.0408163265306,Non,
adapt-immo-860032506,,,,860032506,Pro,Agence,Maison/Villa,,Vente,37290,37189,Preuilly-sur-Claise,,Preuilly-sur-Claise,,,,97,771.0,2,5,fuel ,Fioul,,,,,65400,,,,,,,,,1.0,,E,302,,,,,46.861484919000816,0.9381054681221412,,,,,,,,9,2020-01-22 20:19:29.192350,32,D,1870.0,,1.0,FALSE,,1.0,,,,Non,,,Oui,Non,674.2268041237113,Non,
ag370720-194331938,,,,190416-185706,Pro,Agence,Maison/Villa,,Vente,37120,37196,Richelieu,,Richelieu,,,1.0,96,,3,4,Ã©lectricitÃ© individuel,Ã‰lectrique,,Individuel,,,135000,,,,,,,,,1.0,,VI,,,,,,47.00979566827374,0.3257811491954652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
century-21-202_3116_15553,,,,15553,Pro,Agence,Maison/Villa,,Vente,37170,37050,Chambray-lÃ¨s-Tours,,Chambray-lÃ¨s-Tours,,,,205,778.0,6,8,Gaz de ville Chaudiere gaz Gaz,Gaz,ChaudiÃ¨re,,,,441000,,,,,,,0.0,,2.0,2.0,C,141.0,,,,,47.33563437594145,0.7103846446901554,,,,,,,,17,2020-01-22 20:19:29.192350,33.0,D,1979.0,,2.0,,,4.0,1.0,,,Non,,,Oui,Non,2151.2195121951218,Oui,Century 21
immo-facile-31980475,,,,34,Pro,Agence,Maison/Villa,,Vente,37540,37214,Saint-Cyr-sur-Loire,,Grosse Borne,,,1.0,202,565.0,4,9,radiateur individuel ,,Radiateur,Individuel,,,334900,,,,,,,,,2.0,,C,141.0,,,,,47.42231934039988,0.6521273720149698,,,,,,,,8,2020-01-22 20:19:29.192350,33.0,D,1850.0,,1.0,,Sud-Ouest,2.0,,FALSE,,Non,,,Oui,Non,1657.920792079208,Oui,
immo-facile-99933405560,,,,2629,Pro,Agence,Maison/Villa,,Vente,37000,37261,Tours,,Paul Bert,,,,200,950.0,5,11,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,674980,,,,,,,,,2.0,1.0,E,238.0,,,,,47.404752343763874,0.7003852074465413,,,,,,,,11,2020-01-22 20:19:29.192350,45.0,E,1950.0,,3.0,TRUE,,3.0,2.0,,,Non,,,NA,Oui,3200.0,Oui,
ics-lba_CITYALBA_tra-TMAI97133,,,,TMAI97133,Pro,Mandataire,Maison/Villa,,Vente,37420,37022,Beaumont-en-VÃ©ron,,Beaumont-en-VÃ©ron,,,2.0,200,2000.0,6,9,Air pulsÃ© Autres Individuel ,,,Individuel,,,344620,,,,,,,0.0,,1.0,1.0,E,285.0,,,,,47.18606655785721,0.17159966914718663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-34896353,,,,220,Pro,Agence,Maison/Villa,,Vente,37320,37263,Truyes,,Truyes,,,1.0,184,1065.0,3,6,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,274900,,,,,,,,,,1.0,VI,,,,,,47.270134273856875,0.8356322330421821,,,,,,,,13,2020-01-22 20:19:29.192350,,VI,1726.0,,2.0,TRUE,Sud-Ouest,2.0,,FALSE,,Non,,,NA,Non,1494.0217391304348,Oui,
citya-immobilier-1164-TMAI104730,,,,TMAI104730,Pro,Agence,Maison/Villa,,Vente,37140,37024,Benais,,Benais,,,2.0,220,2500.0,4,8,Radiateur Individuel ,,Radiateur,Individuel,,,424000,,,,,,,0.0,,2.0,1.0,C,119.0,,,,,47.301175924610426,0.1999863478906473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-34080187,,,,TMAI83CSO,Pro,Agence,Maison/Villa,,Vente,37000,37261,Tours,,Sanitas - Rotonde,,,,215,,8,9,gaz individuel ,Gaz,,Individuel,,,328600,,,,,,,,,3.0,1.0,F,341.0,,,,,47.381124652247465,0.7050030152329251,,,,,,,,7,2020-01-22 20:19:29.192350,79.0,F,,,,,,,,,,Non,,,NA,,1441.860465116279,Non,
immo-facile-32854071,,,,1029EAT,Pro,Agence,Maison/Villa,,Vente,37500,37072,Chinon,,Chinon,,,,235,6577,8,10,mixte Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,449000,,,,,,,,,2,1,D,228,,,,,47.16632593920427,0.2380824911447066,,,,,,,,17,2020-01-22 20:19:29.192350,13,C,2007,,,,,,,,,Non,,,NA,,1910.6382978723404,Non,Espaces Atypiques
immo-facile-33092546,,,,1024EAT,Pro,Agence,Maison/Villa,,Vente,37530,37185,PocÃ©-sur-Cisse,,PocÃ©-sur-Cisse,,,,220,5500,5,10,,,,,,,792500,,,,,,,,,,3,E,241,,,,,47.444253110359845,0.9995069684544617,,,,,,,,17,2020-01-22 20:19:29.192350,13,C,,,,,,,,,,Non,,,NA,Oui,3602.2727272727275,Non,Espaces Atypiques
immo-facile-32635996,,,,33,Pro,Agence,Maison/Villa,,Vente,37250,37266,VeignÃ©,,VeignÃ©,,,1.0,230,1150,5,6,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,530000,,,,,,,,,2,1,C,137,,,,,47.29963914403377,0.7171301149851093,,,,,,,,5,2020-01-22 20:19:29.192350,22,D,1995,,,,Nord-Sud,3.0,,,,Non,,,NA,,2304.3478260869565,Oui,
ag440414-205361871,,,,203836DTY,Pro,Mandataire,Maison/Villa,,Vente,37600,37132,Loches,,Loches,,,,195,3305,4,8,fuel ,Fioul,,,,,244390,,,,TRUE,,,1.0,,2,1,D,198,,,,,47.098975403029264,0.9502623582887363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-32634227,,,,1021EAT,Pro,Agence,Maison/Villa,,Vente,37380,37153,Monnaie,,Monnaie,,,,200,20000,4,8,gaz individuel ,Gaz,,Individuel,,,399900,,,,,,,,,,4,E,252,,,,,47.531013221476535,0.7905885396764133,,,,,,,,15,2020-01-22 20:19:29.192350,17,C,,,,,,,,,,Non,,,NA,,1999.5,Non,Espaces Atypiques
immo-facile-15411858,,,,JLT5632,Pro,Agence,Maison/Villa,,Vente,37320,37263,Truyes,,Truyes,,,,199.5,2700,,4,,,,,,,129800,,,,,,,,,,,NS,,,,,,47.269066194578414,0.8679363395269467,,,,,,,,10,2020-01-22 20:19:29.192350,,VI,1800,,,,Est-Ouest,,,,,Non,,,NA,,650.6265664160401,Oui,GSM Immobilier
immo-facile-adresse-10661308,,,,CP265,Pro,Agence,Maison/Villa,,Vente,37150,37079,Civray-de-Touraine,,Civray-de-Touraine,,,1.0,196,1049,4,6,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,265000,,,,,,,,,2,,D,196,,,,,47.330430900706105,1.0505487422229782,,,,,,,,12,2020-01-22 20:19:29.192350,50,E,,,,TRUE,Est-Ouest,2.0,,FALSE,,Non,,,NA,Non,1352.0408163265306,Oui,L'ADRESSE
immo-facile-35311593,,,,1042EAT,Pro,Agence,Maison/Villa,,Vente,37000,37261,Tours,,Grammont,,,2.0,230,500,7,9,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,980000,,,,,,,,,,2,D,165,,,,,47.38744402492466,0.691230408668218,,,,,,,,14,2020-01-22 20:19:29.192350,38,E,,,,,Est-Ouest,,,,,Non,,,NA,,4260.869565217391,Non,Espaces Atypiques
ag750949-233383516,,,,7501186339,Pro,Agence,Maison/Villa,,Vente,37460,37157,MontrÃ©sor,,MontrÃ©sor,,,1.0,230,15000,,4,,,,,,,189000,,,,FALSE,,,,,,,NS,,,,,,47.14889949642752,1.2069369433497437,,,,,,,,8,2020-01-22 20:19:29.192350,,,,,5.0,FALSE,,,,,,Non,,,NA,Non,821.7391304347826,Non,Sextant France
immo-facile-35061161,,,,960D,Pro,Agence,Maison/Villa,,Vente,37000,37261,Tours,,CathÃ©drale,,,,240,280,4,8,fuel individuel ,Fioul,,Individuel,,,985000,,,,,,,2.0,,3,1,E,234,,,,,47.39666513304687,0.70299395247218,,,,,,,,5,2020-01-22 20:19:29.192350,58,F,1900,,,TRUE,,,,,,Non,,,NA,Oui,3958.3333333333335,Non,
ag440414-227728870,,,,221421CJJ,Pro,Mandataire,Maison/Villa,,Vente,37140,37031,Bourgueil,,Bourgueil,,,,233,1000,4,7,gÃ©othermie individuel,,,Individuel,,,389962,,,,,,,,,1,1,B,65,,,,,47.278108050925354,0.16675860788450386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hektor-11_initial-immobilier-786,,,,11_930 I,Pro,Mandataire,Maison/Villa,,Vente,37230,37139,Luynes,,Luynes,,,2.0,200,1921,7,10,,,,,,,495000,,,,,,,,,4,,E,301.6,,,,,47.391690395555884,0.5538504428715945,,,,,,,,10,2020-01-22 20:19:29.192350,33,D,1850,,,FALSE,Sud-Est,4.0,,,,Non,,,NA,Non,2400.0,Non,Initial Immobilier
immo-facile-34003371,,,,957D,Pro,Agence,Maison/Villa,,Vente,37000,37261,Tours,,Lakanal - Strasbourg,,,,193,90,4,8,radiateur gaz ,Gaz,Radiateur,,,,676000,,,,,,,,,1,1,D,162,,,,,47.38411721445809,0.678434965104747,,,,,,,,5,2020-01-22 20:19:29.192350,37,E,1992,,,,,,,,,Non,,,NA,,3367.875647668394,Non,
immo-facile-34217243,,,,959D,Pro,Agence,Maison/Villa,,Vente,37100,37261,Tours,,Sainte-Radegonde - IUT,,,,185,438,3,5,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,699000,,,,,,,,,,2,D,151,,,,,47.40490706182769,0.7070322077998066,,,,,,,,7,2020-01-22 20:19:29.192350,4,A,1900,,2.0,TRUE,,,,,,Non,,,NA,,3621.6216216216217,Non,
immo-facile-29913387,,,,946D,Pro,Agence,Maison/Villa,,Vente,37000,37261,Tours,,Grammont,,,,205,45,6,8,gaz ,Gaz,,,,,715000,,,,,,,,,5,,D,203,,,,,47.3874962925164,0.6843800346835573,,,,,,,,6,2020-01-22 20:19:29.192350,48,E,1900,,1.0,,,,,,,Non,,,NA,,3365.8536585365855,Non,
adapt-immo-3700310,,,,3700310,Pro,Agence,Maison/Villa,,Vente,37210,37281,Vouvray,,Vouvray,,,,203,887,5,7,,,,,,,379000,,,,,,,,,1,2,D,187,,,,,47.44466092024233,0.8087600184335629,,,,,,,,5,2020-01-22 20:19:29.192350,40,E,,,,TRUE,,2.0,,,,Non,,,NA,Oui,1773.3990147783252,Oui,
ag860342-208833981,,,,1333328,Pro,Agence,Maison/Villa,,Vente,37160,37115,Descartes,,Descartes,,,,209,4009,5,9,fuel individuel,Fioul,,Individuel,,,403468,,,,,,,,,2,1,D,164,,,,,46.992173231609115,0.6777272062853111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-31500651,,,,1016EAT,Pro,Agence,Maison/Villa,,Vente,37600,37132,Loches,,Loches,,,,189,70,,6,,,,,,,350000,,,,,,,,,,,VI,,,,,,47.13013446651701,0.9819598000569936,,,,,,,,9,2020-01-22 20:19:29.192350,,VI,,,,,,,,,,Non,,,NA,,1851.851851851852,Non,
immo-facile-31403471,,,,1009EAT,Pro,Agence,Maison/Villa,,Vente,37530,37185,PocÃ©-sur-Cisse,,PocÃ©-sur-Cisse,,,,200,2480,3,9,radiateur Ã©lectrique ,Ã‰lectrique,Radiateur,,,,294000,,,,,,,,,,3,D,213,,,,,47.44347109742081,1.001031923384132,,,,,,,,14,2020-01-22 20:19:29.192350,3,A,,,,,,,,,,Non,,,NA,,1470.0,Non,
immo-facile-31402844,,,,1005EAT,Pro,Agence,Maison/Villa,,Vente,37400,37003,Amboise,,Centre-ville,,,,185,3000,2,5,mixte ,,,,,,347000,,,,,,,,,,1,VI,,,,,,47.41315081426336,0.9774673362364218,,,,,,,,13,2020-01-22 20:19:29.192350,,G,,,,TRUE,,,,,,Non,,,NA,,1875.6756756756756,Non,
immo-facile-31402442,,,,1003EAT,Pro,Agence,Maison/Villa,,Vente,37210,37203,Rochecorbon,,Rochecorbon,,,,220,320,3,6,Ã©lectrique ,Ã‰lectrique,,,,,488800,,,,,,,,,,3,VI,,,,,,47.410339520708334,0.7324573798262208,,,,,,,,12,2020-01-22 20:19:29.192350,,G,,,,,,,,,,Non,,,NA,,2221.818181818182,Non,
immo-facile-8914738,,,,STM5465,Pro,Agence,Maison/Villa,,Vente,37800,37226,Sainte-Maure-de-Touraine,,Sainte-Maure-de-Touraine,,,,210,172044,10,14,Ã©lectrique ,Ã‰lectrique,,,,,659800,,,,,,,,,3,,G,511,,,,,47.09847941692687,0.6176963043567179,,,,,,,,10,2020-01-22 20:19:29.192350,74,F,1900,,,,,,,,,Non,,,NA,Oui,3141.904761904762,Non,
